dataset,n_conditions,replicate,n_genes_used,beta_slope,beta_mean,beta_diff
V. natriegens,6,48,1443,0.009185094114015425,-0.19951156227466485,0.20869665638868026
V. natriegens,6,49,1443,0.03269222016135787,-0.17120989368491846,0.20390211384627632
V. natriegens,6,50,1443,0.13454605570859762,-0.2556886517646059,0.39023470747320355
V. natriegens,6,51,1443,0.043737686825337574,-0.19510346820782182,0.2388411550331594
V. natriegens,6,52,1443,-0.030445718731973298,-0.1979922833704242,0.1675465646384509
V. natriegens,6,53,1443,0.007962308918685069,-0.1664422310351203,0.17440453995380537
V. natriegens,6,54,1443,0.028723435616511042,-0.17809287687619907,0.2068163124927101
V. natriegens,6,55,1443,0.04737036042010058,-0.19376736132748001,0.24113772174758058
V. natriegens,6,56,1443,-0.07820342667691442,-0.21352140060433503,0.13531797392742062
V. natriegens,6,57,1443,-0.1131730904531151,-0.24843099242418074,0.13525790197106563
V. natriegens,6,58,1443,-0.07681699862735425,-0.21214367792943237,0.13532667930207812
V. natriegens,6,59,1443,-0.011628312242413431,-0.1646080788134101,0.15297976657099668
V. natriegens,6,60,1443,0.036990402325065626,-0.18430132108588398,0.2212917234109496
V. natriegens,6,61,1443,0.03722922466482412,-0.17744076573174358,0.2146699903965677
V. natriegens,6,62,1443,-0.006482395945150285,-0.19435250815673358,0.18787011221158328
V. natriegens,6,63,1443,-0.032526670025914715,-0.19702197712276148,0.16449530709684676
V. natriegens,6,64,1443,0.07299562454265834,-0.20183494658557447,0.27483057112823284
V. natriegens,6,65,1443,-0.01462200943611536,-0.16308959710234766,0.1484675876662323
V. natriegens,6,66,1443,-0.00309366103086509,-0.20006895685728796,0.19697529582642287
V. natriegens,6,67,1443,0.10480544696262029,-0.23302115975335327,0.33782660671597353
V. natriegens,6,68,1443,-0.021229674381278908,-0.18574617724410258,0.16451650286282368
V. natriegens,6,69,1443,0.031188755283599465,-0.17159895988037682,0.20278771516397628
V. natriegens,6,70,1443,0.10967269529111198,-0.2190062771716416,0.32867897246275357
V. natriegens,6,71,1443,-0.02097663025823175,-0.1791036948126976,0.15812706455446585
V. natriegens,6,72,1443,-0.008586392039464884,-0.1993213003778831,0.19073490833841822
V. natriegens,6,73,1443,-0.003154143344093713,-0.1642520175069964,0.16109787416290267
V. natriegens,6,74,1443,0.03722922466482412,-0.17744076573174358,0.2146699903965677
V. natriegens,6,75,1443,0.07854197885988347,-0.2123452541400043,0.2908872329998878
V. natriegens,6,76,1443,0.12371944006489838,-0.23807930758907903,0.3617987476539774
V. natriegens,6,77,1443,0.0878705607438191,-0.2108849526098411,0.29875551335366024
V. natriegens,6,78,1443,0.06707649444539827,-0.1974715613540634,0.26454805579946167
V. natriegens,6,79,1443,-0.10845465526488562,-0.23760716676592103,0.1291525115010354
V. natriegens,6,80,1443,0.031188755283599465,-0.17159895988037682,0.20278771516397628
V. natriegens,6,81,1443,0.07625981962330965,-0.2017015595104009,0.27796137913371055
V. natriegens,6,82,1443,0.03269222016135787,-0.17120989368491846,0.20390211384627632
V. natriegens,6,83,1443,0.03617544929791145,-0.18851442095911844,0.22468987025702988
V. natriegens,6,84,1443,0.12256849141507972,-0.25105278919300705,0.37362128060808675
V. natriegens,6,85,1443,-0.127951774300296,-0.2644007258535138,0.13644895155321782
V. natriegens,6,86,1443,0.04547168648460328,-0.17141423249811646,0.21688591898271975
V. natriegens,6,87,1443,0.07299562454265834,-0.20183494658557447,0.27483057112823284
V. natriegens,6,88,1443,-0.043301069346508535,-0.20490807977408174,0.1616070104275732
V. natriegens,6,89,1443,0.061492718128370434,-0.1998974638709646,0.26139018199933506
V. natriegens,6,90,1443,-0.04771452493975817,-0.21424617708536076,0.1665316521456026
V. natriegens,6,91,1443,0.044661783555007516,-0.1901549837029843,0.23481676725799183
V. natriegens,6,92,1443,0.09544562954715839,-0.23620511044098094,0.3316507399881393
V. natriegens,6,93,1443,0.02360400900668741,-0.17930971144937224,0.20291372045605965
V. natriegens,6,94,1443,0.006538971388618792,-0.17337352979056395,0.17991250117918273
V. natriegens,6,95,1443,-0.11787636742534927,-0.25641716057405717,0.1385407931487079
V. natriegens,6,96,1443,-0.127951774300296,-0.2644007258535138,0.13644895155321782
V. natriegens,6,97,1443,-0.044425457302006255,-0.1860974087699011,0.14167195146789485
V. natriegens,6,98,1443,0.036287976716915575,-0.16845736487554555,0.20474534159246113
V. natriegens,6,99,1443,-0.03745771800266384,-0.19327870018685284,0.155820982184189
V. natriegens,6,100,1443,-0.04817131500455014,-0.19166189192709054,0.1434905769225404
V. natriegens,7,1,1443,0.009006433773282302,-0.1800569469968329,0.1890633807701152
V. natriegens,7,2,1443,0.09075654375168637,-0.2156624256257506,0.30641896937743696
V. natriegens,7,3,1443,0.05439408892250531,-0.17578529396632836,0.23017938288883366
V. natriegens,7,4,1443,-0.019919408441584845,-0.1831367400186258,0.16321733157704094
V. natriegens,7,5,1443,0.10124912342207237,-0.20950990855390522,0.3107590319759776
V. natriegens,7,6,1443,-0.05673815841047829,-0.20589557016109175,0.14915741175061348
V. natriegens,7,7,1443,-0.033738491203932415,-0.19763439760290827,0.16389590639897586
V. natriegens,7,8,1443,0.09075654375168637,-0.2156624256257506,0.30641896937743696
V. natriegens,7,9,1443,-0.006917757112056868,-0.1698921770486802,0.16297441993662334
V. natriegens,7,10,1443,0.08380913098277636,-0.20280642270628432,0.28661555368906066
V. natriegens,7,11,1443,0.047372163627651204,-0.18793734002390577,0.23530950365155698
V. natriegens,7,12,1443,-0.042245853515381376,-0.21006145168789556,0.16781559817251418
V. natriegens,7,13,1443,-0.05129219710079234,-0.2030878141743178,0.15179561707352546
V. natriegens,7,14,1443,0.04691788239879635,-0.1939270313768833,0.24084491377567965
V. natriegens,7,15,1443,0.012290881410339714,-0.1744973823679812,0.18678826377832092
V. natriegens,7,16,1443,0.1126103458219013,-0.24377290104350222,0.3563832468654035
V. natriegens,7,17,1443,-0.0032854167640271447,-0.19383552888343916,0.19055011211941203
V. natriegens,7,18,1443,0.009022006978227864,-0.1553474133765863,0.16436942035481417
V. natriegens,7,19,1443,-0.00985418649319105,-0.16373158982422525,0.1538774033310342
V. natriegens,7,20,1443,-0.015597333468638036,-0.17979063105766183,0.1641932975890238
V. natriegens,7,21,1443,-0.03301916821123407,-0.18872386824799678,0.1557047000367627
V. natriegens,7,22,1443,-0.022258365480631905,-0.16514912011061625,0.14289075462998435
V. natriegens,7,23,1443,-0.010052410160696239,-0.17037900706786413,0.16032659690716788
V. natriegens,7,24,1443,0.018911640049433544,-0.1753868054908198,0.19429844554025336
V. natriegens,7,25,1443,0.048180551322986036,-0.18295596022285873,0.23113651154584477
V. natriegens,7,26,1443,0.012032299687831642,-0.15844837528817418,0.17048067497600583
V. natriegens,7,27,1443,-0.10378746621790379,-0.2403930704323751,0.13660560421447132
V. natriegens,7,28,1443,0.04089850717610465,-0.16340177900588948,0.20430028618199414
V. natriegens,7,29,1443,0.01683406581322006,-0.16769030855785674,0.1845243743710768
V. natriegens,7,30,1443,0.048180551322986036,-0.18295596022285873,0.23113651154584477
V. natriegens,7,31,1443,0.030314327081693848,-0.17278602434346305,0.2031003514251569
V. natriegens,7,32,1443,0.0167683966883402,-0.1657715879234197,0.1825399846117599
V. natriegens,7,33,1443,0.03337342303866532,-0.17892931968371173,0.21230274272237704
V. natriegens,7,34,1443,0.04963517890370561,-0.1880852373379346,0.23772041624164023
V. natriegens,7,35,1443,-0.02488032728030439,-0.17525794478523565,0.15037761750493125
V. natriegens,7,36,1443,-0.01499189250398054,-0.17787694760717998,0.16288505510319945
V. natriegens,7,37,1443,0.05333054168043759,-0.19482759244604328,0.24815813412648086
V. natriegens,7,38,1443,-0.06999365288865854,-0.21397662170500847,0.14398296881634992
V. natriegens,7,39,1443,-0.05673815841047829,-0.20589557016109175,0.14915741175061348
V. natriegens,7,40,1443,0.0639259224195195,-0.20760064435082273,0.27152656677034226
V. natriegens,7,41,1443,0.08873902279645583,-0.22685008775232945,0.3155891105487853
V. natriegens,7,42,1443,-0.0029412617141745157,-0.1740717702103057,0.17113050849613118
V. natriegens,7,43,1443,0.018839166551867143,-0.1745402308494631,0.19337939740133026
V. natriegens,7,44,1443,0.02344758984052366,-0.18486369337345523,0.2083112832139789
V. natriegens,7,45,1443,0.06859191352103329,-0.20315063919818427,0.27174255271921754
V. natriegens,7,46,1443,0.038143263813967265,-0.19051704675862882,0.2286603105725961
V. natriegens,7,47,1443,-0.021640806691229652,-0.18023279157424696,0.15859198488301732
V. natriegens,7,48,1443,-0.023942078981096404,-0.19292958615271033,0.16898750717161393
V. natriegens,7,49,1443,-0.05420073945348095,-0.18881205262995512,0.13461131317647418
V. natriegens,7,50,1443,0.08873902279645583,-0.22685008775232945,0.3155891105487853
V. natriegens,7,51,1443,-0.021562651315781042,-0.18701355601229788,0.16545090469651685
V. natriegens,7,52,1443,-0.03796129502319219,-0.20598610602090706,0.16802481099771488
V. natriegens,7,53,1443,0.07343379633980274,-0.20858335522796964,0.2820171515677724
V. natriegens,7,54,1443,-0.05673815841047829,-0.20589557016109175,0.14915741175061348
V. natriegens,7,55,1443,0.013757280658862602,-0.17245564176779654,0.18621292242665916
V. natriegens,7,56,1443,-0.03796129502319219,-0.20598610602090706,0.16802481099771488
V. natriegens,7,57,1443,0.04678881456171903,-0.17229999767723056,0.2190888122389496
V. natriegens,7,58,1443,0.06153663090044215,-0.21162851535132907,0.27316514625177124
V. natriegens,7,59,1443,0.009022006978227864,-0.1553474133765863,0.16436942035481417
V. natriegens,7,60,1443,-0.0072228593377854046,-0.17922565079591346,0.17200279145812805
V. natriegens,7,61,1443,0.07294099355245114,-0.20228962026474864,0.27523061381719977
V. natriegens,7,62,1443,0.09566417775651237,-0.2262349922081297,0.3218991699646421
V. natriegens,7,63,1443,0.1334782979662846,-0.25464523499850705,0.38812353296479163
V. natriegens,7,64,1443,-0.08426135887639907,-0.22681014532653454,0.14254878645013547
V. natriegens,7,65,1443,-0.0072228593377854046,-0.17922565079591346,0.17200279145812805
V. natriegens,7,66,1443,0.042970220291575524,-0.17475445666700223,0.21772467695857775
V. natriegens,7,67,1443,0.05498163719645886,-0.1999473713462649,0.25492900854272377
V. natriegens,7,68,1443,0.1126103458219013,-0.24377290104350222,0.3563832468654035
V. natriegens,7,69,1443,-0.04843476490081288,-0.19497944136266174,0.14654467646184885
V. natriegens,7,70,1443,-0.11111830206473713,-0.25216050130666195,0.14104219924192482
V. natriegens,7,71,1443,-0.013821130453145524,-0.19194709216677014,0.1781259617136246
V. natriegens,7,72,1443,-0.03577766817813132,-0.19487427495231463,0.1590966067741833
V. natriegens,7,73,1443,-0.023915512589816754,-0.18333585265988178,0.15942034007006503
V. natriegens,7,74,1443,0.019420447511457526,-0.16559281606255075,0.18501326357400827
V. natriegens,7,75,1443,0.009577343219659262,-0.16373445616317395,0.1733117993828332
V. natriegens,7,76,1443,-0.029256551561435366,-0.17378927852040035,0.144532726958965
V. natriegens,7,77,1443,0.015359406055265713,-0.17626385010157694,0.19162325615684264
V. natriegens,7,78,1443,0.012290881410339714,-0.1744973823679812,0.18678826377832092
V. natriegens,7,79,1443,0.013757280658862602,-0.17245564176779654,0.18621292242665916
V. natriegens,7,80,1443,0.08638524854063921,-0.21863184080197356,0.3050170893426128
V. natriegens,7,81,1443,-0.0482858573597342,-0.1978031030511364,0.1495172456914022
V. natriegens,7,82,1443,0.10838007069612655,-0.22764310177083427,0.33602317246696084
V. natriegens,7,83,1443,-0.10159981079109812,-0.24370376135561062,0.1421039505645125
V. natriegens,7,84,1443,-0.03336335561536808,-0.19208267552457933,0.15871931990921126
V. natriegens,7,85,1443,0.062157308133467544,-0.20242267297334215,0.2645799811068097
V. natriegens,7,86,1443,-0.04221981534242842,-0.21090719347300949,0.16868737813058107
V. natriegens,7,87,1443,0.03788153606482581,-0.18597894164864667,0.22386047771347248
V. natriegens,7,88,1443,-0.039231856674867435,-0.1769908049645042,0.13775894828963675
V. natriegens,7,89,1443,0.08287826243102794,-0.20402625166690463,0.2869045140979326
V. natriegens,7,90,1443,-0.026171931666252025,-0.18737994981415695,0.16120801814790492
V. natriegens,7,91,1443,0.029154283002914023,-0.17472897736244794,0.20388326036536197
V. natriegens,7,92,1443,-0.03301916821123407,-0.18872386824799678,0.1557047000367627
V. natriegens,7,93,1443,-0.023058480405927253,-0.18853011468587078,0.16547163427994352
V. natriegens,7,94,1443,0.06810603288636732,-0.20684280432584415,0.27494883721221147
V. natriegens,7,95,1443,0.015359406055265713,-0.17626385010157694,0.19162325615684264
V. natriegens,7,96,1443,0.05498163719645886,-0.1999473713462649,0.25492900854272377
V. natriegens,7,97,1443,-0.02013903325208027,-0.18048476955340256,0.1603457363013223
V. natriegens,7,98,1443,-0.025529482930442386,-0.1950834312976193,0.1695539483671769
V. natriegens,7,99,1443,-0.018625449513622508,-0.1889246221823949,0.17029917266877237
V. natriegens,7,100,1443,-0.0129254832766181,-0.1743552682128964,0.1614297849362783
V. natriegens,8,1,1443,-0.018069945117536037,-0.1775657883059793,0.15949584318844326
V. natriegens,8,2,1443,-0.08546451401935345,-0.2208952749405243,0.13543076092117085
V. natriegens,8,3,1443,0.0873418222670579,-0.21714377961269685,0.30448560187975476
V. natriegens,8,4,1443,0.039939033194600446,-0.19279634971197723,0.2327353829065777
V. natriegens,8,5,1443,0.017923081079746137,-0.1679095607676025,0.18583264184734863
V. natriegens,8,6,1443,0.018589520634040447,-0.17428348717369446,0.19287300780773492
V. natriegens,8,7,1443,0.04237226384124123,-0.19270269679450455,0.2350749606357458
V. natriegens,8,8,1443,0.01103142856157617,-0.16004959402436772,0.17108102258594388
V. natriegens,8,9,1443,0.02818105617368307,-0.18925412287518092,0.217435179048864
V. natriegens,8,10,1443,-0.06180004697198051,-0.20734537729076336,0.14554533031878286
V. natriegens,8,11,1443,0.014956205089156528,-0.17557416059787243,0.19053036568702894
V. natriegens,8,12,1443,-0.008829880456873851,-0.1812016566926755,0.17237177623580163
V. natriegens,8,13,1443,0.030732608915031358,-0.17372768737211725,0.2044602962871486
V. natriegens,8,14,1443,-0.02075741008475439,-0.17416926501970442,0.15341185493495002
V. natriegens,8,15,1443,-5.70101746959646e-4,-0.164426911887054,0.16385681014009434
V. natriegens,8,16,1443,0.013565275929171814,-0.1642714399210922,0.177836715850264
V. natriegens,8,17,1443,-0.06456076841641607,-0.20302870003946377,0.1384679316230477
V. natriegens,8,18,1443,-0.0549375018174843,-0.20401603731703163,0.14907853549954733
V. natriegens,8,19,1443,0.01103142856157617,-0.16004959402436772,0.17108102258594388
V. natriegens,8,20,1443,0.04226874965466329,-0.18602221012612552,0.2282909597807888
V. natriegens,8,21,1443,0.02717350275288126,-0.17771092836112934,0.2048844311140106
V. natriegens,8,22,1443,-0.02376320684839358,-0.17610333424143057,0.15234012739303698
V. natriegens,8,23,1443,-0.04341530678675351,-0.18316617026330134,0.13975086347654783
V. natriegens,8,24,1443,-0.04341530678675351,-0.18316617026330134,0.13975086347654783
V. natriegens,8,25,1443,-0.02349861786678814,-0.18433560270299015,0.160836984836202
V. natriegens,8,26,1443,-0.0255500172325443,-0.19454817438375602,0.16899815715121172
V. natriegens,8,27,1443,0.0873418222670579,-0.21714377961269685,0.30448560187975476
V. natriegens,8,28,1443,-0.005636334985428482,-0.18909029103436306,0.18345395604893458
V. natriegens,8,29,1443,-0.03704592809964859,-0.1808838315838244,0.1438379034841758
V. natriegens,8,30,1443,0.014248403894173483,-0.16997588056501847,0.18422428445919195
V. natriegens,8,31,1443,-0.010420894413771788,-0.17527990740133897,0.1648590129875672
V. natriegens,8,32,1443,0.008162804692196358,-0.17970325490042777,0.18786605959262412
V. natriegens,8,33,1443,0.020605254563928053,-0.17967057465043237,0.20027582921436043
V. natriegens,8,34,1443,-0.030654830456877228,-0.18219877486434324,0.15154394440746602
V. natriegens,8,35,1443,0.019999593818102297,-0.18569210806011854,0.20569170187822083
V. natriegens,8,36,1443,-0.027280789057123184,-0.18926842093503246,0.16198763187790927
V. natriegens,8,37,1443,0.02818105617368307,-0.18925412287518092,0.217435179048864
V. natriegens,8,38,1443,0.038366953269662114,-0.18726510299294216,0.22563205626260427
V. natriegens,8,39,1443,0.0708014326734884,-0.20599419462749366,0.27679562730098206
V. natriegens,8,40,1443,0.04380978014516748,-0.1831578803974807,0.2269676605426482
V. natriegens,8,41,1443,-0.04852694566553807,-0.2028640222113421,0.15433707654580403
V. natriegens,8,42,1443,-0.015227607156524417,-0.1763648546522959,0.1611372474957715
V. natriegens,8,43,1443,-0.047099535416156024,-0.19946002298628066,0.15236048757012463
V. natriegens,8,44,1443,-0.010353969041387379,-0.17384022375918187,0.1634862547177945
V. natriegens,8,45,1443,0.045719469138222286,-0.1685559106418535,0.21427537978007577
V. natriegens,8,46,1443,-0.04852694566553807,-0.2028640222113421,0.15433707654580403
V. natriegens,8,47,1443,-0.02581643147113754,-0.18155390690408824,0.1557374754329507
V. natriegens,8,48,1443,0.0082825489200589,-0.17613788142860604,0.18442043034866493
V. natriegens,8,49,1443,-0.018066672196960384,-0.16644680990913066,0.1483801377121703
V. natriegens,8,50,1443,0.00906502077778088,-0.17358722774108123,0.1826522485188621
V. natriegens,8,51,1443,0.019999593818102297,-0.18569210806011854,0.20569170187822083
V. natriegens,8,52,1443,-0.007559639147332166,-0.18430101659424844,0.1767413774469163
V. natriegens,8,53,1443,-0.01759905331817737,-0.18686952604658558,0.1692704727284082
V. natriegens,8,54,1443,0.11720334688036775,-0.2430407382314569,0.36024408511182465
V. natriegens,8,55,1443,-0.02581643147113754,-0.18155390690408824,0.1557374754329507
V. natriegens,8,56,1443,0.04380978014516748,-0.1831578803974807,0.2269676605426482
V. natriegens,8,57,1443,-0.02349861786678814,-0.18433560270299015,0.160836984836202
V. natriegens,8,58,1443,-0.027280789057123184,-0.18926842093503246,0.16198763187790927
V. natriegens,8,59,1443,-0.0388250694196141,-0.2077337433278647,0.1689086739082506
V. natriegens,8,60,1443,-0.02376320684839358,-0.17610333424143057,0.15234012739303698
V. natriegens,8,61,1443,-0.05355472471662867,-0.20769637018159856,0.1541416454649699
V. natriegens,8,62,1443,-0.035293438959856115,-0.1999060765782822,0.16461263761842607
V. natriegens,8,63,1443,-0.026753522898791144,-0.17916828202046675,0.1524147591216756
V. natriegens,8,64,1443,0.11720334688036775,-0.2430407382314569,0.36024408511182465
V. natriegens,8,65,1443,-0.019551358155372994,-0.16889987299860656,0.14934851484323358
V. natriegens,8,66,1443,-0.04000232709336129,-0.186469488574393,0.1464671614810317
V. natriegens,8,67,1443,0.019999593818102297,-0.18569210806011854,0.20569170187822083
V. natriegens,8,68,1443,-0.02075741008475439,-0.17416926501970442,0.15341185493495002
V. natriegens,8,69,1443,0.008661920030694716,-0.1705288886056651,0.1791908086363598
V. natriegens,8,70,1443,0.017711979237535872,-0.17036195121719158,0.18807393045472745
V. natriegens,8,71,1443,0.008860281718598427,-0.17605394372676778,0.1849142254453662
V. natriegens,8,72,1443,0.048029790639733574,-0.176918728658454,0.2249485192981876
V. natriegens,8,73,1443,0.059249147163874805,-0.19179487824161914,0.251044025405494
V. natriegens,8,74,1443,0.04237226384124123,-0.19270269679450455,0.2350749606357458
V. natriegens,8,75,1443,-0.030654830456877228,-0.18219877486434324,0.15154394440746602
V. natriegens,8,76,1443,0.06596941309722852,-0.20208936258536303,0.26805877568259157
V. natriegens,8,77,1443,-0.06642378191806805,-0.2179373710710685,0.15151358915300045
V. natriegens,8,78,1443,-0.04852694566553807,-0.2028640222113421,0.15433707654580403
V. natriegens,8,79,1443,-0.03926831496995601,-0.19034199867165946,0.15107368370170346
V. natriegens,8,80,1443,-0.02349861786678814,-0.18433560270299015,0.160836984836202
V. natriegens,8,81,1443,-0.005822720430115165,-0.17684355204028743,0.17102083161017226
V. natriegens,8,82,1443,0.04763449083858943,-0.1949777300059341,0.24261222084452352
V. natriegens,8,83,1443,0.018589520634040447,-0.17428348717369446,0.19287300780773492
V. natriegens,8,84,1443,-0.022033383389629017,-0.179045811541776,0.157012428152147
V. natriegens,8,85,1443,-0.04000232709336129,-0.186469488574393,0.1464671614810317
V. natriegens,8,86,1443,-0.02581643147113754,-0.18155390690408824,0.1557374754329507
V. natriegens,8,87,1443,-0.010353969041387379,-0.17384022375918187,0.1634862547177945
V. natriegens,8,88,1443,-0.047099535416156024,-0.19946002298628066,0.15236048757012463
V. natriegens,8,89,1443,-0.029164950679016564,-0.17869696870447233,0.14953201802545577
V. natriegens,8,90,1443,-0.018069945117536037,-0.1775657883059793,0.15949584318844326
V. natriegens,8,91,1443,-0.0549375018174843,-0.20401603731703163,0.14907853549954733
V. natriegens,8,92,1443,-0.06180004697198051,-0.20734537729076336,0.14554533031878286
V. natriegens,8,93,1443,0.011107548654854166,-0.17702409696578064,0.1881316456206348
V. natriegens,8,94,1443,0.06603379968621777,-0.2001896853705488,0.2662234850567666
V. natriegens,8,95,1443,-0.022033383389629017,-0.179045811541776,0.157012428152147
V. natriegens,8,96,1443,0.02581479896244257,-0.18286881947985278,0.20868361844229535
V. natriegens,8,97,1443,-0.0375554463963799,-0.18930066244278274,0.15174521604640284
V. natriegens,8,98,1443,0.10606329167368639,-0.22353527789337865,0.329598569567065
V. natriegens,8,99,1443,0.027516943600940157,-0.17828797069936664,0.20580491430030678
V. natriegens,8,100,1443,0.04763449083858943,-0.1949777300059341,0.24261222084452352
V. natriegens,9,1,1443,0.09613877694730597,-0.2171488254604061,0.31328760240771203
V. natriegens,9,2,1443,-0.040055893817055974,-0.18542662126757686,0.14537072745052088
V. natriegens,9,3,1443,-0.029569968203396836,-0.19209924154111338,0.16252927333771655
V. natriegens,9,4,1443,-0.03514509721235813,-0.1859298730963527,0.15078477588399458
V. natriegens,9,5,1443,-0.0020220509879506124,-0.17434490703892036,0.17232285605096975
V. natriegens,9,6,1443,-0.03832501583083089,-0.19156783298851923,0.15324281715768834
V. natriegens,9,7,1443,0.04444935579656362,-0.1777295015211501,0.22217885731771372
V. natriegens,9,8,1443,0.024255836525991004,-0.17538058909081186,0.19963642561680287
V. natriegens,9,9,1443,0.05560734284967845,-0.1847260005423712,0.24033334339204965
V. natriegens,9,10,1443,0.0792822298265843,-0.21406761759116694,0.2933498474177512
V. natriegens,9,11,1443,-0.017810718341846804,-0.1875216710247103,0.1697109526828635
V. natriegens,9,12,1443,-0.0326486229992505,-0.19855134643122843,0.16590272343197793
V. natriegens,9,13,1443,-0.04274477630766066,-0.19555381023251195,0.1528090339248513
V. natriegens,9,14,1443,0.05560734284967845,-0.1847260005423712,0.24033334339204965
V. natriegens,9,15,1443,-0.0020220509879506124,-0.17434490703892036,0.17232285605096975
V. natriegens,9,16,1443,-0.016623297736703496,-0.17472504102568315,0.15810174328897966
V. natriegens,9,17,1443,-0.05071634671532202,-0.20250960563394327,0.15179325891862125
V. natriegens,9,18,1443,-0.016623297736703496,-0.17472504102568315,0.15810174328897966
V. natriegens,9,19,1443,0.011777342856382045,-0.1766761464286036,0.18845348928498565
V. natriegens,9,20,1443,0.024255836525991004,-0.17538058909081186,0.19963642561680287
V. natriegens,9,21,1443,0.04514429223944846,-0.1727446178819541,0.21788891012140257
V. natriegens,9,22,1443,0.01493853544014142,-0.17591910243592876,0.19085763787607019
V. natriegens,9,23,1443,0.008872598344978201,-0.16490900907388234,0.17378160741886053
V. natriegens,9,24,1443,0.0792822298265843,-0.21406761759116694,0.2933498474177512
V. natriegens,9,25,1443,0.005233576869866394,-0.1695678633158896,0.174801440185756
V. natriegens,9,26,1443,0.02085386495509668,-0.17050741522810478,0.19136128018320145
V. natriegens,9,27,1443,-0.03514509721235813,-0.1859298730963527,0.15078477588399458
V. natriegens,9,28,1443,0.0375379788007523,-0.18410451033623568,0.22164248913698797
V. natriegens,9,29,1443,0.03832331809332757,-0.19394013422186288,0.23226345231519044
V. natriegens,9,30,1443,0.0062119313414762,-0.17548232308713257,0.1816942544286088
V. natriegens,9,31,1443,0.008063249923829235,-0.17811580999083035,0.18617905991465958
V. natriegens,9,32,1443,0.008063249923829235,-0.17811580999083035,0.18617905991465958
V. natriegens,9,33,1443,0.005233576869866394,-0.1695678633158896,0.174801440185756
V. natriegens,9,34,1443,-0.022417443940721194,-0.17146830125717402,0.14905085731645282
V. natriegens,9,35,1443,-0.03832501583083089,-0.19156783298851923,0.15324281715768834
V. natriegens,9,36,1443,0.00576913030700563,-0.17251641911156607,0.1782855494185717
V. natriegens,9,37,1443,0.06033938328538933,-0.19283414476099028,0.2531735280463796
V. natriegens,9,38,1443,0.005233576869866394,-0.1695678633158896,0.174801440185756
V. natriegens,9,39,1443,-0.022417443940721194,-0.17146830125717402,0.14905085731645282
V. natriegens,9,40,1443,-0.040055893817055974,-0.18542662126757686,0.14537072745052088
V. natriegens,9,41,1443,0.024255836525991004,-0.17538058909081186,0.19963642561680287
V. natriegens,9,42,1443,0.02414189309442644,-0.17844136514041165,0.20258325823483808
V. natriegens,9,43,1443,-0.007837981624613003,-0.17061290391517095,0.16277492229055796
V. natriegens,9,44,1443,-0.020752276274724753,-0.18087981485973215,0.1601275385850074
V. natriegens,9,45,1443,0.058316927451385496,-0.19359733195953935,0.2519142594109248
V. natriegens,9,46,1443,0.06033938328538933,-0.19283414476099028,0.2531735280463796
V. natriegens,9,47,1443,0.0062119313414762,-0.17548232308713257,0.1816942544286088
V. natriegens,9,48,1443,-0.007837981624613003,-0.17061290391517095,0.16277492229055796
V. natriegens,9,49,1443,-0.0326486229992505,-0.19855134643122843,0.16590272343197793
V. natriegens,9,50,1443,0.0074627056746233355,-0.18152253907107904,0.18898524474570239
V. natriegens,9,51,1443,0.0011857875491765488,-0.17448020584806423,0.1756659933972408
V. natriegens,9,52,1443,0.04514429223944846,-0.1727446178819541,0.21788891012140257
V. natriegens,9,53,1443,0.004509632795602619,-0.162364885949924,0.1668745187455266
V. natriegens,9,54,1443,-0.016623297736703496,-0.17472504102568315,0.15810174328897966
V. natriegens,9,55,1443,0.04514429223944846,-0.1727446178819541,0.21788891012140257
V. natriegens,9,56,1443,-0.03514509721235813,-0.1859298730963527,0.15078477588399458
V. natriegens,9,57,1443,0.004509632795602619,-0.162364885949924,0.1668745187455266
V. natriegens,9,58,1443,-0.031279205522833635,-0.18491208906722784,0.1536328835443942
V. natriegens,9,59,1443,0.024255836525991004,-0.17538058909081186,0.19963642561680287
V. natriegens,9,60,1443,0.06033938328538933,-0.19283414476099028,0.2531735280463796
V. natriegens,9,61,1443,0.04444935579656362,-0.1777295015211501,0.22217885731771372
V. natriegens,9,62,1443,0.005233576869866394,-0.1695678633158896,0.174801440185756
V. natriegens,9,63,1443,-0.016623297736703496,-0.17472504102568315,0.15810174328897966
V. natriegens,9,64,1443,-0.031313454464795755,-0.1793361895861674,0.14802273512137165
V. natriegens,9,65,1443,-0.017810718341846804,-0.1875216710247103,0.1697109526828635
V. natriegens,9,66,1443,-0.031279205522833635,-0.18491208906722784,0.1536328835443942
V. natriegens,9,67,1443,-0.0233657317544293,-0.17755100384395595,0.15418527208952665
V. natriegens,9,68,1443,-0.022417443940721194,-0.17146830125717402,0.14905085731645282
V. natriegens,9,69,1443,-0.016623297736703496,-0.17472504102568315,0.15810174328897966
V. natriegens,9,70,1443,-0.016623297736703496,-0.17472504102568315,0.15810174328897966
V. natriegens,9,71,1443,0.011777342856382045,-0.1766761464286036,0.18845348928498565
V. natriegens,9,72,1443,-0.002232568262287742,-0.1696645335286112,0.16743196526632345
V. natriegens,9,73,1443,-0.03832501583083089,-0.19156783298851923,0.15324281715768834
V. natriegens,9,74,1443,0.05560734284967845,-0.1847260005423712,0.24033334339204965
V. natriegens,9,75,1443,-0.0020220509879506124,-0.17434490703892036,0.17232285605096975
V. natriegens,9,76,1443,0.01493853544014142,-0.17591910243592876,0.19085763787607019
