dataset,n_conditions,replicate,n_genes_used,beta_slope,beta_mean,beta_diff
E. coli Consensus,45,49,1700,-0.17493239262874885,-0.059410645126033924,-0.11552174750271493
E. coli Consensus,45,50,1700,-0.16065227043253294,-0.05889849931842147,-0.10175377111411146
E. coli Consensus,45,51,1700,-0.21082160204728495,-0.03709540293243229,-0.17372619911485265
E. coli Consensus,45,52,1700,-0.21335271999252922,-0.050230408863937315,-0.1631223111285919
E. coli Consensus,45,53,1700,-0.1995871224062401,-0.06588987621954819,-0.13369724618669193
E. coli Consensus,45,54,1700,-0.16988099486353805,-0.06331987957342745,-0.1065611152901106
E. coli Consensus,45,55,1700,-0.12603166556483586,-0.07145391779707894,-0.05457774776775692
E. coli Consensus,45,56,1700,-0.22654765930117285,-0.044708698179846545,-0.1818389611213263
E. coli Consensus,45,57,1700,-0.20687800453451194,-0.04819410904216521,-0.15868389549234674
E. coli Consensus,45,58,1700,-0.20955054959292727,-0.05655237834800177,-0.15299817124492548
E. coli Consensus,45,59,1700,-0.18914598325783835,-0.05317608795079101,-0.13596989530704734
E. coli Consensus,45,60,1700,-0.16549906843378953,-0.06368377080857794,-0.10181529762521159
E. coli Consensus,45,61,1700,-0.15520828655728666,-0.07805950565371829,-0.07714878090356837
E. coli Consensus,45,62,1700,-0.18327941947241086,-0.06698645338123231,-0.11629296609117855
E. coli Consensus,45,63,1700,-0.18021973050664658,-0.06595429711407562,-0.11426543339257096
E. coli Consensus,45,64,1700,-0.18393612590256475,-0.06849703809673051,-0.11543908780583424
E. coli Consensus,45,65,1700,-0.17558566188273117,-0.0658917036805721,-0.10969395820215908
E. coli Consensus,45,66,1700,-0.1946493360792095,-0.06583384052163695,-0.12881549555757255
E. coli Consensus,45,67,1700,-0.17301562067633824,-0.06242728885020815,-0.11058833182613009
E. coli Consensus,45,68,1700,-0.219622676566559,-0.04958675032240968,-0.17003592624414932
E. coli Consensus,45,69,1700,-0.2072375132175101,-0.054541785704599464,-0.15269572751291063
E. coli Consensus,45,70,1700,-0.17530532539484472,-0.06230129911429706,-0.11300402628054766
E. coli Consensus,45,71,1700,-0.12509483624088713,-0.0547996406090399,-0.07029519563184723
E. coli Consensus,45,72,1700,-0.1832506463266943,-0.07055747849876348,-0.11269316782793082
E. coli Consensus,45,73,1700,-0.17027969309135904,-0.07594058290759946,-0.09433911018375958
E. coli Consensus,45,74,1700,-0.15877641179254584,-0.06962156356355122,-0.08915484822899462
E. coli Consensus,45,75,1700,-0.2023887424073777,-0.06662554010166889,-0.13576320230570882
E. coli Consensus,45,76,1700,-0.22950969917979092,-0.03473096293676555,-0.19477873624302536
E. coli Consensus,45,77,1700,-0.1756464490994402,-0.06098580470519709,-0.11466064439424309
E. coli Consensus,45,78,1700,-0.17637452927895322,-0.0689186735275014,-0.10745585575145182
E. coli Consensus,45,79,1700,-0.22050880266158526,-0.041567152426055465,-0.1789416502355298
E. coli Consensus,45,80,1700,-0.1769862979196319,-0.06826424598085637,-0.10872205193877554
E. coli Consensus,45,81,1700,-0.16868715552143398,-0.06297132369573602,-0.10571583182569796
E. coli Consensus,45,82,1700,-0.14434088914737409,-0.05459219945501143,-0.08974868969236266
E. coli Consensus,45,83,1700,-0.1806340233500031,-0.07318776276412557,-0.10744626058587751
E. coli Consensus,45,84,1700,-0.17009188716816254,-0.06743187728644433,-0.10266000988171821
E. coli Consensus,45,85,1700,-0.22311624411047506,-0.04567775259903455,-0.1774384915114405
E. coli Consensus,45,86,1700,-0.15716648295117683,-0.06222587969653396,-0.09494060325464287
E. coli Consensus,45,87,1700,-0.1861407274903888,-0.0713486546829898,-0.11479207280739899
E. coli Consensus,45,88,1700,-0.17342558833316496,-0.06511574258743928,-0.10830984574572568
E. coli Consensus,45,89,1700,-0.16754055083781358,-0.09012649474387285,-0.07741405609394073
E. coli Consensus,45,90,1700,-0.19759171744076356,-0.03705094270437262,-0.16054077473639095
E. coli Consensus,45,91,1700,-0.21605756256283648,-0.05829720571872685,-0.15776035684410963
E. coli Consensus,45,92,1700,-0.12710918859710363,-0.05956373837912663,-0.067545450217977
E. coli Consensus,45,93,1700,-0.17511278938665925,-0.06779194600687637,-0.10732084337978288
E. coli Consensus,45,94,1700,-0.161874605896596,-0.06699757093542535,-0.09487703496117064
E. coli Consensus,45,95,1700,-0.16383558381585275,-0.0582387752637817,-0.10559680855207106
E. coli Consensus,45,96,1700,-0.16938666745549105,-0.0611787722260439,-0.10820789522944715
E. coli Consensus,45,97,1700,-0.14972964947350734,-0.0494276421546814,-0.10030200731882594
E. coli Consensus,45,98,1700,-0.18102797461565376,-0.06741047992260649,-0.11361749469304727
E. coli Consensus,45,99,1700,-0.17734867930996134,-0.0747623030567179,-0.10258637625324345
E. coli Consensus,45,100,1700,-0.19390316363551294,-0.06561560373425634,-0.1282875599012566
E. coli Consensus,50,1,1700,-0.2183601719270057,-0.049498871926565075,-0.1688613000004406
E. coli Consensus,50,2,1700,-0.15933922834177291,-0.051092168062481756,-0.10824706027929115
E. coli Consensus,50,3,1700,-0.220561890311878,-0.05297569176909217,-0.16758619854278584
E. coli Consensus,50,4,1700,-0.21899435401471473,-0.04036184452281506,-0.17863250949189968
E. coli Consensus,50,5,1700,-0.16374064220166148,-0.05763543150835476,-0.10610521069330672
E. coli Consensus,50,6,1700,-0.2251127646046473,-0.04465296016322818,-0.18045980444141912
E. coli Consensus,50,7,1700,-0.21572425245056912,-0.05168533112109475,-0.16403892132947437
E. coli Consensus,50,8,1700,-0.20163616659271977,-0.04885665054294813,-0.15277951604977164
E. coli Consensus,50,9,1700,-0.18150791408029038,-0.06239539294873518,-0.1191125211315552
E. coli Consensus,50,10,1700,-0.20730201070125723,-0.04951382523330293,-0.1577881854679543
E. coli Consensus,50,11,1700,-0.21881728363663513,-0.05202208386424093,-0.1667951997723942
E. coli Consensus,50,12,1700,-0.17233565521644256,-0.05973696699905804,-0.11259868821738453
E. coli Consensus,50,13,1700,-0.17891866241031523,-0.06776246198786459,-0.11115620042245064
E. coli Consensus,50,14,1700,-0.1818947661150826,-0.061484168707258174,-0.12041059740782442
E. coli Consensus,50,15,1700,-0.21982753549575326,-0.04095047459170214,-0.17887706090405112
E. coli Consensus,50,16,1700,-0.18299128343819313,-0.06522280763149764,-0.11776847580669549
E. coli Consensus,50,17,1700,-0.2081422835391475,-0.0495518552435428,-0.15859042829560469
E. coli Consensus,50,18,1700,-0.1701881600453124,-0.06380487441486883,-0.10638328563044357
E. coli Consensus,50,19,1700,-0.17742105536653502,-0.06585164811457343,-0.11156940725196159
E. coli Consensus,50,20,1700,-0.17723703503863092,-0.05981674104698423,-0.11742029399164669
E. coli Consensus,50,21,1700,-0.1678231123326614,-0.08340649629999901,-0.08441661603266239
E. coli Consensus,50,22,1700,-0.21355863047973467,-0.048207186150978035,-0.16535144432875665
E. coli Consensus,50,23,1700,-0.21924285882361683,-0.0507602680450362,-0.16848259077858063
E. coli Consensus,50,24,1700,-0.21596657942294423,-0.047971741808020725,-0.1679948376149235
E. coli Consensus,50,25,1700,-0.1315298736172169,-0.07081665734738139,-0.060713216269835515
E. coli Consensus,50,26,1700,-0.150770398648749,-0.05702448476478406,-0.09374591388396494
E. coli Consensus,50,27,1700,-0.2153096311172082,-0.04774358814301704,-0.16756604297419114
E. coli Consensus,50,28,1700,-0.17831963919709673,-0.06828338647683938,-0.11003625272025735
E. coli Consensus,50,29,1700,-0.18002817791968675,-0.06550307207236328,-0.11452510584732348
E. coli Consensus,50,30,1700,-0.17079387996253315,-0.058687992473490415,-0.11210588748904274
E. coli Consensus,50,31,1700,-0.21688266978852971,-0.048878459527367635,-0.16800421026116208
E. coli Consensus,50,32,1700,-0.20010779578721286,-0.06296877298367486,-0.137139022803538
E. coli Consensus,50,33,1700,-0.1790013810826795,-0.06599642357799076,-0.11300495750468872
E. coli Consensus,50,34,1700,-0.16682214721235414,-0.05411984950789661,-0.11270229770445753
E. coli Consensus,50,35,1700,-0.22163229685987298,-0.04990727067901423,-0.17172502618085875
E. coli Consensus,50,36,1700,-0.22302162079664614,-0.05199779555454446,-0.1710238252421017
E. coli Consensus,50,37,1700,-0.20568588098625912,-0.04725273598735354,-0.15843314499890557
E. coli Consensus,50,38,1700,-0.12539156907638932,-0.06961077555333534,-0.055780793523053984
E. coli Consensus,50,39,1700,-0.2203009541681179,-0.053002539955070066,-0.16729841421304784
E. coli Consensus,50,40,1700,-0.17943131575306054,-0.061533474336945976,-0.11789784141611456
E. coli Consensus,50,41,1700,-0.21925354194995256,-0.05066272719606415,-0.1685908147538884
E. coli Consensus,50,42,1700,-0.20797320959478688,-0.058379876915207816,-0.14959333267957906
E. coli Consensus,50,43,1700,-0.21644745327559003,-0.042106902570700426,-0.1743405507048896
E. coli Consensus,50,44,1700,-0.16543552126152178,-0.06178178052552804,-0.10365374073599373
E. coli Consensus,50,45,1700,-0.21849644397870174,-0.05161023947558058,-0.16688620450312117
E. coli Consensus,50,46,1700,-0.18376393355399326,-0.06832680273708233,-0.11543713081691093
E. coli Consensus,50,47,1700,-0.21032714292365784,-0.05332083224575773,-0.1570063106779001
E. coli Consensus,50,48,1700,-0.17793976042723486,-0.06061169834662742,-0.11732806208060745
E. coli Consensus,50,49,1700,-0.2213076002237811,-0.054524275809862154,-0.16678332441391894
E. coli Consensus,50,50,1700,-0.21833933416491388,-0.0371026935552292,-0.1812366406096847
E. coli Consensus,50,51,1700,-0.17156759986780432,-0.06675386736643041,-0.10481373250137391
E. coli Consensus,50,52,1700,-0.17734011559759727,-0.06055152586810031,-0.11678858972949696
E. coli Consensus,50,53,1700,-0.22031135421955653,-0.04245567385968224,-0.17785568035987429
E. coli Consensus,50,54,1700,-0.21654471193017405,-0.04956056426023814,-0.1669841476699359
E. coli Consensus,50,55,1700,-0.20729553808673534,-0.04992624696078846,-0.1573692911259469
E. coli Consensus,50,56,1700,-0.21996177212877355,-0.053199237748227504,-0.16676253438054606
E. coli Consensus,50,57,1700,-0.20460195161499464,-0.0683575288601303,-0.13624442275486434
E. coli Consensus,50,58,1700,-0.21115757399943866,-0.05107129572029236,-0.1600862782791463
E. coli Consensus,50,59,1700,-0.2149707766388808,-0.038993557712859714,-0.17597721892602108
E. coli Consensus,50,60,1700,-0.18345539230243182,-0.06369665613023046,-0.11975873617220137
E. coli Consensus,50,61,1700,-0.16313803516253383,-0.05248472631899826,-0.11065330884353558
E. coli Consensus,50,62,1700,-0.18660771059083672,-0.06508321995827936,-0.12152449063255737
E. coli Consensus,50,63,1700,-0.18144656684334456,-0.06393094733027138,-0.11751561951307318
E. coli Consensus,50,64,1700,-0.21067704066950957,-0.052921147749615524,-0.15775589291989406
E. coli Consensus,50,65,1700,-0.21941797879129032,-0.04963970040807722,-0.1697782783832131
E. coli Consensus,50,66,1700,-0.18183550673215862,-0.06100578991575228,-0.12082971681640634
E. coli Consensus,50,67,1700,-0.18958972657056436,-0.05255359927917372,-0.13703612729139064
E. coli Consensus,50,68,1700,-0.20330691083371877,-0.052130698202724014,-0.15117621263099476
E. coli Consensus,50,69,1700,-0.1619489797148149,-0.05573447106011345,-0.10621450865470144
E. coli Consensus,50,70,1700,-0.17571888329038915,-0.06351592864452023,-0.11220295464586892
E. coli Consensus,50,71,1700,-0.21145487290975865,-0.03937669022210509,-0.17207818268765357
E. coli Consensus,50,72,1700,-0.21120790356906574,-0.05392095243361964,-0.1572869511354461
E. coli Consensus,50,73,1700,-0.21088539200732914,-0.055043095369323634,-0.1558422966380055
E. coli Consensus,50,74,1700,-0.1960667349438584,-0.05131949350378084,-0.14474724144007756
E. coli Consensus,50,75,1700,-0.2144982636799792,-0.052751776405608124,-0.16174648727437108
E. coli Consensus,50,76,1700,-0.20597709703064643,-0.038297656298807936,-0.1676794407318385
E. coli Consensus,50,77,1700,-0.22989192004376047,-0.041255215461805494,-0.18863670458195497
E. coli Consensus,50,78,1700,-0.20536480829767734,-0.03492824325713334,-0.170436565040544
E. coli Consensus,50,79,1700,-0.22032584184154858,-0.052653020041216136,-0.16767282180033244
E. coli Consensus,50,80,1700,-0.21777474935517824,-0.04883407146519508,-0.16894067788998315
E. coli Consensus,50,81,1700,-0.21754902196535125,-0.038080839792388584,-0.17946818217296268
E. coli Consensus,50,82,1700,-0.17235316342058402,-0.061737285395270104,-0.11061587802531392
E. coli Consensus,50,83,1700,-0.21234704720573266,-0.05292469555637011,-0.15942235164936255
E. coli Consensus,50,84,1700,-0.22393164768358556,-0.049540751938307453,-0.1743908957452781
E. coli Consensus,50,85,1700,-0.17901846140945812,-0.06507423437708726,-0.11394422703237087
E. coli Consensus,50,86,1700,-0.18156692906236127,-0.06403182919839251,-0.11753509986396876
E. coli Consensus,50,87,1700,-0.17242635614157975,-0.06211587905085609,-0.11031047709072367
E. coli Consensus,50,88,1700,-0.20872664003386732,-0.049375420259220426,-0.1593512197746469
E. coli Consensus,50,89,1700,-0.224526987926415,-0.04335850125111919,-0.18116848667529584
E. coli Consensus,50,90,1700,-0.21039917205172565,-0.05143760002081265,-0.158961572030913
E. coli Consensus,50,91,1700,-0.21554178776838978,-0.05103110332367874,-0.16451068444471104
E. coli Consensus,50,92,1700,-0.225359564108586,-0.04951206096058165,-0.17584750314800435
E. coli Consensus,50,93,1700,-0.177658916641879,-0.06204393324823372,-0.11561498339364527
E. coli Consensus,50,94,1700,-0.20335169333990666,-0.06468163538382,-0.13867005795608667
E. coli Consensus,50,95,1700,-0.1619482619580645,-0.052878693132548005,-0.1090695688255165
E. coli Consensus,50,96,1700,-0.2138240877760076,-0.04009159413555464,-0.17373249364045296
E. coli Consensus,50,97,1700,-0.18334768390153644,-0.0570034831166987,-0.12634420078483774
E. coli Consensus,50,98,1700,-0.2123387514377559,-0.05433253638150584,-0.15800621505625007
E. coli Consensus,50,99,1700,-0.16208587045158973,-0.08335228830975173,-0.078733582141838
E. coli Consensus,50,100,1700,-0.209901237023246,-0.050510621597914696,-0.1593906154253313
E. coli Consensus,55,1,1700,-0.18113958266858998,-0.06404778087627819,-0.1170918017923118
E. coli Consensus,55,2,1700,-0.22082136850212966,-0.05063815561181739,-0.17018321289031227
E. coli Consensus,55,3,1700,-0.21521712012018032,-0.04914711846483148,-0.16607000165534885
E. coli Consensus,55,4,1700,-0.21794331952220408,-0.038430506378083824,-0.17951281314412026
E. coli Consensus,55,5,1700,-0.2130115413628867,-0.052953941539012464,-0.16005759982387424
E. coli Consensus,55,6,1700,-0.21012891424484867,-0.05392174489168324,-0.15620716935316542
E. coli Consensus,55,7,1700,-0.2218793400293207,-0.05253656514313467,-0.16934277488618601
E. coli Consensus,55,8,1700,-0.22057978139818177,-0.05271012885138601,-0.16786965254679576
E. coli Consensus,55,9,1700,-0.2199265830990875,-0.05234823966174521,-0.1675783434373423
E. coli Consensus,55,10,1700,-0.17996109054123294,-0.05920750625379884,-0.1207535842874341
E. coli Consensus,55,11,1700,-0.16325458710313528,-0.058850132375649185,-0.1044044547274861
E. coli Consensus,55,12,1700,-0.21782980089455373,-0.050220540428298176,-0.16760926046625554
E. coli Consensus,55,13,1700,-0.18499476481883323,-0.06401327462721808,-0.12098149019161515
E. coli Consensus,55,14,1700,-0.17391326781235308,-0.06232765353571808,-0.111585614276635
E. coli Consensus,55,15,1700,-0.20556700465007788,-0.04901517450924537,-0.15655183014083252
E. coli Consensus,55,16,1700,-0.18112062624191078,-0.06421966307554684,-0.11690096316636393
E. coli Consensus,55,17,1700,-0.17517763410116355,-0.060833015171377305,-0.11434461892978624
E. coli Consensus,55,18,1700,-0.18007704628467303,-0.06798384472210224,-0.11209320156257079
E. coli Consensus,55,19,1700,-0.222113931776127,-0.05154620118412239,-0.1705677305920046
E. coli Consensus,55,20,1700,-0.22254398637790943,-0.05087240627238694,-0.17167158010552247
E. coli Consensus,55,21,1700,-0.22497433186219185,-0.04139489318039866,-0.1835794386817932
E. coli Consensus,55,22,1700,-0.212508019068206,-0.05043270433894958,-0.1620753147292564
E. coli Consensus,55,23,1700,-0.22104692893467537,-0.0517834968400401,-0.16926343209463526
E. coli Consensus,55,24,1700,-0.13110707604803537,-0.06856932608496573,-0.06253774996306964
E. coli Consensus,55,25,1700,-0.21889210135866183,-0.05220226057333312,-0.16668984078532872
E. coli Consensus,55,26,1700,-0.21984169412685267,-0.05145047554145172,-0.16839121858540096
E. coli Consensus,55,27,1700,-0.22012884035545743,-0.05211890038948565,-0.1680099399659718
E. coli Consensus,55,28,1700,-0.21781292376494577,-0.05318338782492189,-0.16462953594002389
E. coli Consensus,55,29,1700,-0.22215852395100025,-0.04405965052575108,-0.17809887342524916
E. coli Consensus,55,30,1700,-0.18205441990178875,-0.06644574883429086,-0.11560867106749789
E. coli Consensus,55,31,1700,-0.21164470414041078,-0.05196157908531722,-0.15968312505509358
E. coli Consensus,55,32,1700,-0.2014272166720898,-0.05338309845272188,-0.14804411821936792
E. coli Consensus,55,33,1700,-0.21223356975485821,-0.052219078116164046,-0.16001449163869416
E. coli Consensus,55,34,1700,-0.1745949449407639,-0.06583378597758882,-0.10876115896317509
E. coli Consensus,55,35,1700,-0.15984094424231388,-0.05676938312202145,-0.10307156112029242
E. coli Consensus,55,36,1700,-0.1795877636785799,-0.06847042535192728,-0.11111733832665262
E. coli Consensus,55,37,1700,-0.21211713486319977,-0.05134111802818016,-0.16077601683501963
